REF_DATE,GEO,DGUID,Products and product groups,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Jun-24,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,169,,,,1
Jul-24,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,169.8,,,,1
Aug-24,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,168.2,,,,1
Sep-24,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,167.1,,,,1
Oct-24,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,167.5,,,,1
Nov-24,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,168.1,,,,1
Dec-24,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,164.9,,,,1
Jan-25,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,168.4,,,,1
Feb-25,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,170.2,,,,1
Mar-25,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,170.6,,,,1
Apr-25,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,168.4,,,,1
May-25,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,168.5,,,,1
Jun-25,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,168.8,,,,1
Jul-25,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,169.9,,,,1
Aug-25,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,169.3,,,,1
Sep-25,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,169.6,,,,1
Jan-20,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,139.3,,,,1
Feb-20,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,140,,,,1
Mar-20,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,140.1,,,,1
Apr-20,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,140.3,,,,1
May-20,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,140.2,,,,1
Jun-20,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,141.2,,,,1
Jul-20,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,141.3,,,,1
Aug-20,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,141.7,,,,1
Sep-20,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,141.5,,,,1
Oct-20,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,141.5,,,,1
Nov-20,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,141.5,,,,1
Dec-20,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,141.3,,,,1
Jan-21,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,141.7,,,,1
Feb-21,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,141.9,,,,1
Mar-21,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,141.8,,,,1
Apr-21,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,143.6,,,,1
May-21,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,144.4,,,,1
Jun-21,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,144.9,,,,1
Jul-21,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,146.2,,,,1
Aug-21,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,147.2,,,,1
Sep-21,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,145.9,,,,1
Oct-21,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,146,,,,1
Nov-21,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,145.3,,,,1
Dec-21,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,146.7,,,,1
Jan-22,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,146.5,,,,1
Feb-22,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,147.5,,,,1
Mar-22,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,147.8,,,,1
Apr-22,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,148.8,,,,1
May-22,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,149.6,,,,1
Jun-22,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,151,,,,1
Jul-22,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,152.7,,,,1
Aug-22,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,153.2,,,,1
Sep-22,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,153.8,,,,1
Oct-22,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,153,,,,1
Nov-22,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,153.8,,,,1
Dec-22,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,153.9,,,,1
Jan-23,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,153.8,,,,1
Feb-23,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,154.7,,,,1
Mar-23,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,154.5,,,,1
Apr-23,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,155.8,,,,1
May-23,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,156.2,,,,1
Jun-23,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,155.7,,,,1
Jul-23,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,158.1,,,,1
Aug-23,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,158.1,,,,1
Sep-23,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,155.9,,,,1
Oct-23,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,156.5,,,,1
Nov-23,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,156.9,,,,1
Dec-23,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,158.3,,,,1
Jan-24,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,157.4,,,,1
Feb-24,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,158.3,,,,1
Mar-24,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,160.2,,,,1
Apr-24,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,160.7,,,,1
May-24,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,161.7,,,,1
Jun-24,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,162.1,,,,1
Jul-24,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,162.8,,,,1
Aug-24,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,163.8,,,,1
Sep-24,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,162,,,,1
Oct-24,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,161.9,,,,1
Nov-24,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,162.1,,,,1
Dec-24,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,160.7,,,,1
Jan-25,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,159.4,,,,1
Feb-25,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,162.2,,,,1
Mar-25,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,163.3,,,,1
Apr-25,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,163.8,,,,1
May-25,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,164.9,,,,1
Jun-25,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,165.1,,,,1
Jul-25,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,166.6,,,,1
Aug-25,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,166.3,,,,1
Sep-25,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,165,,,,1
Jan-20,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,138.5,,,,1
Feb-20,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,139.1,,,,1
Mar-20,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,138,,,,1
Apr-20,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,136.6,,,,1
May-20,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,136.5,,,,1
Jun-20,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,137.6,,,,1
Jul-20,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,137.8,,,,1
Aug-20,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,137.5,,,,1
Sep-20,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,137.5,,,,1
Oct-20,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,138.4,,,,1
Nov-20,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,138.7,,,,1
Dec-20,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,138.7,,,,1
Jan-21,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,140.3,,,,1
Feb-21,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,140.8,,,,1
Mar-21,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,141.8,,,,1
Apr-21,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,142.3,,,,1
May-21,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,143.1,,,,1
Jun-21,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,143.2,,,,1
Jul-21,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,144.2,,,,1
Aug-21,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,144.5,,,,1
Sep-21,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,144.6,,,,1
Oct-21,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,145.9,,,,1
Nov-21,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,146,,,,1
Dec-21,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,145.4,,,,1
Jan-22,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,147.2,,,,1
Feb-22,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,148.8,,,,1
Mar-22,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,151.4,,,,1
Apr-22,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,152.4,,,,1
May-22,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,155.7,,,,1
Jun-22,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,156.5,,,,1
Jul-22,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,156.7,,,,1
Aug-22,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,155.7,,,,1
Sep-22,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,155.2,,,,1
Oct-22,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,157.1,,,,1
Nov-22,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,158.5,,,,1
Dec-22,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,156.4,,,,1
Jan-23,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,157.3,,,,1
Feb-23,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,158.4,,,,1
Mar-23,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,158.4,,,,1
Apr-23,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,159.3,,,,1
May-23,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,158.8,,,,1
Jun-23,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,159.4,,,,1
Jul-23,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,162.1,,,,1
Aug-23,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,163,,,,1
Sep-23,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,162.7,,,,1
Oct-23,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,162.2,,,,1
Nov-23,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,162.5,,,,1
Dec-23,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,162.1,,,,1
Jan-24,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,162,,,,1
Feb-24,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,162.8,,,,1
Mar-24,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,163.7,,,,1
Apr-24,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,164.3,,,,1
May-24,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,164.7,,,,1
Jun-24,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,165,,,,1
Jul-24,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,165.9,,,,1
Aug-24,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,165,,,,1
Sep-24,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,164.1,,,,1
Oct-24,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,164.6,,,,1
Nov-24,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,165.2,,,,1
Dec-24,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,163.6,,,,1
Jan-25,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,164.1,,,,1
Feb-25,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,166.3,,,,1
Mar-25,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,167.4,,,,1
Apr-25,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,166.5,,,,1
May-25,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,166.9,,,,1
Jun-25,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,167.7,,,,1
Jul-25,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,168.6,,,,1
Aug-25,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,168.6,,,,1
Sep-25,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,168.6,,,,1
Jan-20,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,156.3,,,,1
Feb-20,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,157,,,,1
Mar-20,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,156.2,,,,1
Apr-20,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,158.3,,,,1
May-20,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,158.3,,,,1
Jun-20,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,158.1,,,,1
Jul-20,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,158.2,,,,1
Aug-20,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,157.8,,,,1
Sep-20,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,155.9,,,,1
Oct-20,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,156.1,,,,1
Nov-20,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,157.2,,,,1
Dec-20,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,156.9,,,,1
Jan-21,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,158.2,,,,1
Feb-21,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,158,,,,1
Mar-21,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,158.9,,,,1
Apr-21,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,158,,,,1
May-21,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,160.2,,,,1
Jun-21,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,160.6,,,,1
Jul-21,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,161.1,,,,1
Aug-21,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,162.4,,,,1
Sep-21,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,162.7,,,,1
Oct-21,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,163.2,,,,1
Nov-21,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,163.8,,,,1
Dec-21,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,165.1,,,,1
Jan-22,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,167.8,,,,1
Feb-22,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,169.5,,,,1
Mar-22,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,171.1,,,,1
Apr-22,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,173.5,,,,1
May-22,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,174.4,,,,1
Jun-22,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,174.8,,,,1
Jul-22,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,177.1,,,,1
Aug-22,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,177.6,,,,1
Sep-22,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,179.8,,,,1
Oct-22,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,179.2,,,,1
Nov-22,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,182.7,,,,1
Dec-22,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,181.4,,,,1
Jan-23,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,184.7,,,,1
Feb-23,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,185.8,,,,1
Mar-23,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,187.6,,,,1
Apr-23,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,188.2,,,,1
May-23,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,190.1,,,,1
Jun-23,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,189.7,,,,1
Jul-23,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,191.5,,,,1
Aug-23,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,190.4,,,,1
Sep-23,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,191,,,,1
Oct-23,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,190.4,,,,1
Nov-23,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,191.8,,,,1
Dec-23,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,193.6,,,,1
Jan-24,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,194.4,,,,1
Feb-24,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,194.2,,,,1
Mar-24,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,193.2,,,,1
Apr-24,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,194.2,,,,1
May-24,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,195.7,,,,1
Jun-24,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,197,,,,1
Jul-24,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,197.4,,,,1
Aug-24,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,196.6,,,,1
Sep-24,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,196.1,,,,1
Oct-24,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,197.4,,,,1
Nov-24,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,197.4,,,,1
Dec-24,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,191.6,,,,1
Jan-25,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,188.7,,,,1
Feb-25,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,195.2,,,,1
Mar-25,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,199.7,,,,1
Apr-25,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,200.6,,,,1
May-25,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,201,,,,1
Jun-25,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,201.1,,,,1
Jul-25,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,203.4,,,,1
Aug-25,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,203.1,,,,1
Sep-25,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,204.2,,,,1
Jan-20,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,152.4,,,,1
Feb-20,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,152.2,,,,1
Mar-20,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,151.4,,,,1
Apr-20,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,149.4,,,,1
May-20,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,147.3,,,,1
Jun-20,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,148.2,,,,1
Jul-20,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,148.3,,,,1
Aug-20,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,148.1,,,,1
Sep-20,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,149.1,,,,1
Oct-20,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,149.9,,,,1
Nov-20,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,150.8,,,,1
Dec-20,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,152.4,,,,1
Jan-21,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,152.9,,,,1
Feb-21,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,153.9,,,,1
Mar-21,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,156,,,,1
Apr-21,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,155.9,,,,1
May-21,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,156,,,,1
Jun-21,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,156.8,,,,1
Jul-21,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,157.6,,,,1
Aug-21,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,157.7,,,,1
Sep-21,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,158,,,,1
Oct-21,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,159.5,,,,1
Nov-21,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,160.7,,,,1
Dec-21,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,161.3,,,,1
Jan-22,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,162,,,,1
Feb-22,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,162.8,,,,1
Mar-22,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,166.5,,,,1
Apr-22,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,168.1,,,,1
May-22,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,172.8,,,,1
Jun-22,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,171.6,,,,1
Jul-22,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,172.1,,,,1
Aug-22,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,170.6,,,,1
Sep-22,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,171.3,,,,1
Oct-22,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,175,,,,1
Nov-22,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,178.9,,,,1
Dec-22,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,176.1,,,,1
Jan-23,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,175.2,,,,1
Feb-23,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,178.6,,,,1
Mar-23,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,175.7,,,,1
Apr-23,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,176.1,,,,1
May-23,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,175.4,,,,1
