Province,Year,Quarter,All-items,Food,Shelter,Household_ops,Clothing and footwear,Transportation,Health and personal care,"Recreation, education and reading","Alcoholic beverages, tobacco products and recreational cannabis"
Prince Edward Island,2020,2,136.53333333333333,160.0,134.76666666666668,130.43333333333334,97.36666666666667,134.4333333333333,130.1,120.36666666666667,202.5
Prince Edward Island,2020,3,138.23333333333332,160.13333333333333,137.23333333333335,130.9,97.7,137.56666666666666,130.86666666666667,122.76666666666665,205.26666666666665
Prince Edward Island,2020,4,138.36666666666667,158.9,138.86666666666667,130.16666666666666,101.83333333333333,137.56666666666666,131.1,120.63333333333333,202.03333333333333
Prince Edward Island,2021,1,140.86666666666667,161.73333333333332,142.0,129.66666666666666,97.43333333333334,144.26666666666668,130.66666666666666,122.56666666666666,208.23333333333335
Prince Edward Island,2021,2,144.06666666666666,162.5666666666667,148.33333333333334,130.46666666666667,98.7,148.9,133.33333333333334,123.96666666666665,211.16666666666666
Prince Edward Island,2021,3,146.83333333333334,165.53333333333333,152.23333333333332,132.36666666666667,98.53333333333335,152.66666666666666,134.36666666666667,126.2,212.96666666666667
Prince Edward Island,2021,4,147.73333333333335,167.0,155.56666666666666,132.73333333333335,98.66666666666667,154.9333333333333,135.13333333333333,121.13333333333333,212.36666666666667
Prince Edward Island,2022,1,151.83333333333334,173.20000000000002,161.63333333333333,135.16666666666666,97.53333333333335,161.1,135.96666666666667,122.8,211.9333333333333
Prince Edward Island,2022,2,158.9333333333333,178.96666666666667,169.4,139.70000000000002,100.43333333333334,176.4333333333333,140.53333333333333,125.13333333333333,215.23333333333335
Prince Edward Island,2022,3,159.63333333333333,183.16666666666666,168.0,140.93333333333334,98.8,173.9333333333333,143.16666666666666,129.56666666666666,217.0666666666667
Prince Edward Island,2022,4,160.6,185.63333333333333,175.33333333333334,140.46666666666667,101.0,170.9333333333333,143.56666666666666,124.36666666666667,218.5
Prince Edward Island,2023,1,160.73333333333332,189.96666666666667,173.96666666666667,139.86666666666667,100.96666666666665,169.29999999999998,145.16666666666666,124.93333333333334,220.70000000000002
Prince Edward Island,2023,2,161.33333333333334,193.83333333333334,169.06666666666666,139.70000000000002,101.23333333333333,170.43333333333334,149.76666666666668,128.33333333333334,225.66666666666666
Prince Edward Island,2023,3,164.1,196.5666666666667,172.13333333333333,138.9,100.83333333333333,177.63333333333333,151.16666666666666,131.6,225.96666666666667
Prince Edward Island,2023,4,163.1,197.23333333333335,174.9,136.86666666666667,100.43333333333334,173.4,150.83333333333334,127.03333333333332,226.76666666666665
Prince Edward Island,2024,1,163.73333333333335,199.53333333333333,177.20000000000002,137.9,98.06666666666666,172.63333333333333,151.9,125.33333333333333,228.0
Prince Edward Island,2024,2,166.23333333333335,201.86666666666667,177.76666666666665,138.56666666666666,101.7,177.66666666666666,155.5666666666667,128.1,231.83333333333334
Prince Edward Island,2024,3,166.4,203.20000000000002,176.9,140.0666666666667,99.26666666666667,176.0,156.29999999999998,130.29999999999998,232.70000000000002
Prince Edward Island,2024,4,165.0,200.73333333333335,178.46666666666667,138.4,99.2,173.86666666666667,155.5,125.8,231.0
Prince Edward Island,2025,1,166.46666666666667,199.69999999999996,181.5666666666667,138.86666666666667,100.06666666666666,177.46666666666667,156.43333333333334,127.56666666666668,228.66666666666666
Prince Edward Island,2025,2,167.36666666666667,208.36666666666667,179.4,141.13333333333333,101.03333333333335,171.9333333333333,157.96666666666667,128.73333333333332,237.26666666666665
Prince Edward Island,2025,3,168.6,211.36666666666667,178.96666666666667,142.33333333333334,97.13333333333333,173.66666666666666,160.0666666666667,132.6,235.9333333333333
Quebec,2020,1,132.76666666666665,152.26666666666665,137.6,123.46666666666665,95.43333333333334,140.03333333333333,127.33333333333333,103.26666666666667,159.73333333333332
Quebec,2020,2,132.13333333333333,154.20000000000002,137.1,123.7,89.60000000000001,137.26666666666665,127.63333333333333,103.5,160.36666666666667
Quebec,2020,3,132.79999999999998,153.26666666666668,137.5,124.26666666666667,90.33333333333333,139.26666666666668,129.16666666666666,104.46666666666665,161.03333333333333
Quebec,2020,4,133.33333333333334,153.20000000000002,138.33333333333334,124.39999999999999,92.53333333333335,139.36666666666667,131.0,104.46666666666665,162.63333333333333
Quebec,2021,1,135.0,154.9,139.1,124.53333333333335,91.3,145.0,131.0666666666667,105.43333333333334,164.33333333333334
Quebec,2021,2,137.06666666666666,155.66666666666666,141.4,126.2,93.23333333333333,148.73333333333332,133.26666666666665,106.83333333333333,166.53333333333333
Quebec,2021,3,138.79999999999998,157.46666666666667,143.5,127.66666666666667,91.36666666666667,152.03333333333333,134.0,108.13333333333333,169.06666666666666
Quebec,2021,4,140.29999999999998,160.26666666666668,144.5666666666667,128.79999999999998,93.89999999999999,154.6,134.13333333333333,108.0,169.96666666666667
Quebec,2022,1,142.73333333333332,165.13333333333333,146.29999999999998,129.86666666666667,90.8,159.66666666666666,135.53333333333333,110.36666666666667,172.73333333333335
Quebec,2022,2,147.26666666666665,170.26666666666665,150.63333333333333,131.93333333333334,93.0,170.73333333333335,138.4333333333333,112.66666666666667,173.46666666666667
Quebec,2022,3,148.5,173.16666666666666,151.96666666666667,133.53333333333333,91.89999999999999,169.53333333333333,140.46666666666667,114.83333333333333,175.83333333333334
Quebec,2022,4,149.4333333333333,177.73333333333335,154.36666666666667,132.86666666666667,94.40000000000002,166.26666666666665,142.66666666666666,113.46666666666665,177.79999999999998
Quebec,2023,1,150.6,182.4333333333333,155.93333333333334,133.53333333333333,91.86666666666667,165.4333333333333,143.53333333333333,113.60000000000001,182.1
Quebec,2023,2,153.36666666666667,186.1,158.33333333333334,134.36666666666667,95.16666666666667,168.33333333333334,146.6,117.46666666666665,185.76666666666665
Quebec,2023,3,155.0666666666667,187.16666666666666,161.63333333333333,133.63333333333333,92.89999999999999,172.73333333333335,147.46666666666667,119.10000000000001,187.5666666666667
Quebec,2023,4,155.29999999999998,187.5666666666667,165.0666666666667,132.66666666666666,93.60000000000001,170.20000000000002,147.53333333333333,117.53333333333335,188.1
Quebec,2024,1,155.66666666666666,188.83333333333334,167.13333333333333,133.0,88.39999999999999,170.20000000000002,148.96666666666667,116.36666666666667,189.96666666666667
Quebec,2024,2,157.56666666666666,189.33333333333334,169.4,133.20000000000002,91.36666666666667,173.53333333333333,151.43333333333334,118.43333333333334,192.26666666666665
Quebec,2024,3,157.66666666666666,190.29999999999998,171.6,132.9,87.36666666666667,171.53333333333333,152.0,118.96666666666665,194.03333333333333
Quebec,2024,4,157.73333333333335,189.70000000000002,173.76666666666665,132.16666666666666,90.06666666666666,169.43333333333334,152.6,117.46666666666665,193.0
Quebec,2025,1,158.63333333333333,191.69999999999996,175.5,132.46666666666667,88.0,170.79999999999998,152.23333333333332,118.36666666666667,194.13333333333333
Quebec,2025,2,160.76666666666668,195.36666666666667,177.5,133.70000000000002,89.46666666666665,172.13333333333333,154.9,119.96666666666665,198.73333333333335
Quebec,2025,3,162.03333333333333,196.5666666666667,180.76666666666665,134.5,88.83333333333333,172.83333333333334,156.33333333333334,120.0,199.33333333333334
Saskatchewan,2020,1,140.6,155.5666666666667,171.70000000000002,114.39999999999999,104.96666666666665,134.66666666666666,127.7,115.36666666666667,183.6
Saskatchewan,2020,2,139.9333333333333,155.33333333333334,171.73333333333335,115.83333333333333,99.73333333333333,131.6,128.5666666666667,116.5,182.86666666666667
Saskatchewan,2020,3,141.0,155.23333333333332,171.83333333333334,116.43333333333334,102.10000000000001,134.33333333333334,129.06666666666666,117.89999999999999,182.4333333333333
Saskatchewan,2020,4,141.36666666666667,154.96666666666667,172.36666666666667,117.56666666666666,102.66666666666667,133.93333333333334,128.23333333333332,118.83333333333333,183.03333333333333
Saskatchewan,2021,1,142.53333333333333,157.03333333333333,171.4333333333333,115.76666666666667,102.66666666666667,139.2,128.5,120.16666666666667,184.9
Saskatchewan,2021,2,143.79999999999998,158.1,172.70000000000002,115.73333333333333,103.06666666666666,141.79999999999998,129.96666666666667,120.23333333333333,188.5666666666667
Saskatchewan,2021,3,145.0,159.6,173.66666666666666,117.83333333333333,102.23333333333333,143.16666666666666,130.76666666666668,121.10000000000001,190.03333333333333
Saskatchewan,2021,4,146.26666666666668,161.26666666666668,174.9,117.86666666666667,102.39999999999999,145.5,131.9333333333333,123.13333333333333,190.73333333333335
Saskatchewan,2022,1,149.43333333333334,166.43333333333334,178.4333333333333,119.89999999999999,100.7,151.03333333333333,132.26666666666665,124.96666666666665,193.5
Saskatchewan,2022,2,153.86666666666667,169.56666666666666,179.9,121.76666666666667,102.8,166.4,134.46666666666667,125.56666666666666,197.23333333333335
Saskatchewan,2022,3,155.63333333333333,174.73333333333335,182.83333333333334,122.26666666666667,102.36666666666667,167.23333333333332,136.06666666666666,125.13333333333333,200.53333333333333
Saskatchewan,2022,4,156.83333333333334,178.1,187.5,121.56666666666666,102.76666666666667,165.23333333333335,139.36666666666667,124.93333333333334,200.66666666666666
Saskatchewan,2023,1,157.70000000000002,182.66666666666666,189.4333333333333,121.89999999999999,102.5,162.36666666666667,141.16666666666666,125.63333333333333,202.79999999999998
Saskatchewan,2023,2,160.43333333333334,184.4666666666667,193.1,123.3,103.43333333333334,166.70000000000002,144.0666666666667,128.4333333333333,205.0
Saskatchewan,2023,3,161.29999999999998,186.03333333333333,194.76666666666665,122.96666666666665,102.56666666666666,167.63333333333333,144.66666666666666,129.13333333333333,207.96666666666667
Saskatchewan,2023,4,160.36666666666667,186.76666666666665,197.13333333333333,119.8,101.36666666666667,163.36666666666667,144.53333333333333,127.63333333333333,208.66666666666666
Saskatchewan,2024,1,160.4,189.0666666666667,197.6,120.10000000000001,97.63333333333333,162.20000000000002,145.5,126.23333333333333,211.5
Saskatchewan,2024,2,162.53333333333333,190.46666666666667,200.0,119.66666666666667,98.7,166.63333333333333,148.4333333333333,129.63333333333333,212.4333333333333
Saskatchewan,2024,3,163.1,192.0666666666667,201.16666666666666,120.0,97.0,167.0666666666667,148.4,130.03333333333333,212.70000000000002
Saskatchewan,2024,4,163.03333333333333,192.4,204.33333333333334,119.36666666666667,98.93333333333334,163.26666666666665,148.5666666666667,129.5,211.73333333333335
Saskatchewan,2025,1,164.63333333333333,193.76666666666665,206.36666666666667,120.06666666666666,99.96666666666665,165.96666666666667,148.70000000000002,131.53333333333333,212.0666666666667
Saskatchewan,2025,2,165.29999999999998,197.70000000000002,206.76666666666665,121.76666666666667,101.13333333333333,162.93333333333334,150.13333333333333,130.96666666666667,215.0666666666667
Saskatchewan,2025,3,166.20000000000002,199.66666666666666,208.13333333333333,123.0,101.06666666666666,163.13333333333333,152.0666666666667,130.6,215.33333333333334
Whitehorse,2020,1,135.6,135.03333333333333,169.0,107.60000000000001,102.5,143.29999999999998,128.5,101.0,176.86666666666667
Whitehorse,2020,2,133.66666666666666,131.70000000000002,166.0,106.63333333333333,101.56666666666666,140.16666666666666,128.53333333333333,101.36666666666667,177.33333333333334
Whitehorse,2020,3,133.9,130.83333333333334,166.9333333333333,107.10000000000001,100.33333333333333,139.5,128.53333333333333,103.73333333333335,177.66666666666666
Whitehorse,2020,4,134.73333333333335,131.93333333333334,167.86666666666667,109.43333333333334,103.23333333333333,139.53333333333333,130.70000000000002,101.66666666666667,177.6
Whitehorse,2021,1,136.36666666666667,132.29999999999998,170.63333333333333,109.7,102.93333333333334,143.9333333333333,130.33333333333334,102.43333333333334,177.9333333333333
Whitehorse,2021,2,138.1,133.36666666666667,171.6,109.53333333333335,104.5,148.13333333333333,131.93333333333334,104.86666666666667,179.86666666666665
Whitehorse,2021,3,140.20000000000002,134.83333333333334,174.96666666666667,111.03333333333335,105.53333333333335,152.66666666666666,132.79999999999998,106.23333333333333,181.16666666666666
Whitehorse,2021,4,140.73333333333335,134.96666666666667,175.9,111.46666666666665,104.8,154.03333333333333,133.29999999999998,106.2,181.9333333333333
Whitehorse,2022,1,142.83333333333334,138.16666666666666,180.23333333333335,112.39999999999999,104.13333333333333,156.93333333333334,133.06666666666666,106.86666666666667,182.73333333333335
Whitehorse,2022,2,147.63333333333333,141.20000000000002,183.86666666666667,116.60000000000001,106.63333333333333,166.86666666666667,136.79999999999998,113.33333333333333,183.16666666666666
Whitehorse,2022,3,150.86666666666667,145.63333333333333,186.9333333333333,116.59999999999998,108.13333333333333,172.13333333333333,138.70000000000002,118.3,182.13333333333333
Whitehorse,2022,4,152.0,148.66666666666666,192.20000000000002,117.13333333333333,108.63333333333333,170.26666666666668,140.5666666666667,115.33333333333333,184.1
Whitehorse,2023,1,152.5666666666667,151.29999999999998,195.4,115.76666666666667,109.66666666666667,164.70000000000002,142.23333333333332,114.7,188.26666666666665
Whitehorse,2023,2,155.16666666666666,154.53333333333333,196.86666666666667,114.16666666666667,110.36666666666667,168.76666666666668,146.9,120.2,191.6
Whitehorse,2023,3,157.73333333333335,156.43333333333334,200.33333333333334,111.10000000000001,109.60000000000001,172.86666666666667,148.79999999999998,127.63333333333334,192.53333333333333
Whitehorse,2023,4,156.46666666666667,156.53333333333333,203.0,110.26666666666667,106.39999999999999,170.63333333333333,149.23333333333335,120.89999999999999,192.4333333333333
Whitehorse,2024,1,156.33333333333334,159.13333333333333,205.9333333333333,110.36666666666667,104.2,168.70000000000002,149.79999999999998,115.56666666666666,194.36666666666667
Whitehorse,2024,2,158.23333333333335,159.13333333333333,207.9,110.53333333333335,105.39999999999999,170.9333333333333,151.70000000000002,119.86666666666667,197.79999999999998
Whitehorse,2024,3,160.16666666666666,162.36666666666665,211.76666666666665,110.63333333333333,104.39999999999999,171.20000000000002,151.53333333333333,122.46666666666665,198.6
Whitehorse,2024,4,159.76666666666665,163.4,215.23333333333335,111.06666666666666,106.06666666666666,168.16666666666666,151.93333333333334,117.83333333333333,193.26666666666665
Whitehorse,2025,1,161.29999999999998,165.26666666666665,218.79999999999998,112.13333333333333,107.46666666666665,166.46666666666667,152.13333333333333,119.2,195.23333333333335
Whitehorse,2025,2,163.26666666666668,168.36666666666667,221.0,114.56666666666666,108.23333333333333,168.79999999999998,155.36666666666667,118.5,197.79999999999998
Whitehorse,2025,3,164.96666666666667,168.76666666666665,225.0,116.46666666666665,107.89999999999999,171.9,156.9,117.96666666666665,197.9666666666667
Yellowknife,2020,1,140.73333333333332,148.63333333333333,163.70000000000002,112.89999999999999,109.89999999999999,141.06666666666666,126.66666666666667,110.13333333333333,182.86666666666667
Yellowknife,2020,2,138.26666666666668,145.33333333333334,158.70000000000002,112.93333333333334,106.86666666666667,139.83333333333334,124.26666666666667,108.33333333333333,183.33333333333334
Yellowknife,2020,3,137.9,145.36666666666667,159.5,112.5,105.03333333333335,138.29999999999998,125.7,108.13333333333333,180.5
Yellowknife,2020,4,138.5,145.4,160.26666666666668,113.5,104.33333333333333,139.6,126.06666666666666,108.13333333333333,179.96666666666667
Yellowknife,2021,1,139.73333333333332,146.66666666666666,162.70000000000002,113.0,106.26666666666667,142.70000000000002,124.2,107.03333333333335,180.9333333333333
Yellowknife,2021,2,140.9333333333333,144.86666666666667,163.36666666666667,111.66666666666667,107.76666666666667,147.29999999999998,128.29999999999998,107.89999999999999,182.5
Yellowknife,2021,3,142.9,147.63333333333333,163.5,112.8,107.8,151.56666666666666,124.8,112.7,183.0666666666667
Yellowknife,2021,4,144.5,149.93333333333334,165.66666666666666,113.43333333333334,107.93333333333334,152.9333333333333,126.5,114.73333333333333,183.0666666666667
Yellowknife,2022,1,147.36666666666667,153.9,170.16666666666666,115.23333333333333,109.63333333333333,156.0666666666667,124.93333333333334,116.5,183.9
Yellowknife,2022,2,151.63333333333335,157.16666666666666,177.16666666666666,118.2,110.7,164.46666666666667,132.13333333333335,117.7,184.9333333333333
Yellowknife,2022,3,153.53333333333333,161.13333333333333,178.23333333333335,119.5,110.73333333333333,168.83333333333334,133.03333333333333,118.0,187.46666666666667
Yellowknife,2022,4,155.1,164.6,180.0666666666667,120.2,111.96666666666665,166.76666666666668,135.96666666666667,119.13333333333333,191.73333333333335
Yellowknife,2023,1,155.5666666666667,172.80000000000004,179.76666666666665,113.26666666666667,112.93333333333334,164.4,136.29999999999998,120.5,193.9
Yellowknife,2023,2,156.86666666666667,176.5333333333333,181.46666666666667,113.56666666666666,115.33333333333333,167.26666666666668,138.70000000000002,117.7,194.5666666666667
Yellowknife,2023,3,157.63333333333333,178.0,184.86666666666667,109.63333333333333,115.59999999999998,169.13333333333333,139.33333333333334,117.7,195.66666666666666
Yellowknife,2023,4,157.63333333333333,177.83333333333334,188.46666666666667,106.26666666666665,112.39999999999999,167.93333333333334,138.0666666666667,118.60000000000001,195.83333333333334
Yellowknife,2024,1,159.03333333333333,180.03333333333333,191.1,107.5,110.63333333333333,167.93333333333334,140.56666666666666,119.03333333333335,197.36666666666667
Yellowknife,2024,2,159.66666666666666,181.0,190.03333333333333,108.76666666666667,112.16666666666667,168.13333333333333,144.63333333333333,119.53333333333335,199.9333333333333
Yellowknife,2024,3,160.1,182.20000000000002,191.9,107.43333333333334,112.86666666666667,168.20000000000002,141.86666666666667,119.13333333333333,201.79999999999998
Yellowknife,2024,4,160.73333333333335,185.5,192.9,107.86666666666667,112.40000000000002,165.93333333333334,140.93333333333334,119.13333333333333,203.26666666666665
Yellowknife,2025,1,162.79999999999998,186.86666666666667,199.53333333333333,108.13333333333333,110.93333333333334,164.9,139.9,122.0,203.23333333333335
Yellowknife,2025,2,163.36666666666667,190.20000000000002,198.79999999999998,108.13333333333333,113.0,165.1,142.03333333333333,119.96666666666665,205.76666666666665
Yellowknife,2025,3,163.16666666666666,188.33333333333334,198.66666666666666,109.3,111.13333333333333,165.5666666666667,143.16666666666666,119.26666666666667,206.29999999999998
