Province,City,Year,Quarter,1_Bedroom_Rent,2_Bedroom_Rent,All-items,Food,Shelter,Household_ops,Clothing and footwear,Transportation,Health and personal care,"Recreation, education and reading","Alcoholic beverages, tobacco products and recreational cannabis"
Ontario,Barrie,2025,1,1800.0,2120.0,164.1,190.73333333333335,189.63333333333333,134.56666666666666,91.93333333333334,173.66666666666666,154.26666666666668,127.83333333333333,191.9
Ontario,Belleville - Quinte West,2020,1,1150.0,1370.0,138.20000000000002,154.73333333333335,149.20000000000002,124.86666666666667,92.33333333333333,142.66666666666666,130.23333333333335,116.7,176.23333333333335
Ontario,Belleville - Quinte West,2020,2,1160.0,1400.0,137.79999999999998,156.36666666666667,148.70000000000002,125.66666666666667,88.60000000000001,140.86666666666667,128.76666666666668,118.09999999999998,176.5666666666667
Ontario,Belleville - Quinte West,2020,3,1140.0,1470.0,138.5666666666667,155.83333333333334,150.06666666666666,125.53333333333335,89.7,142.29999999999998,129.20000000000002,118.43333333333334,176.76666666666665
Ontario,Belleville - Quinte West,2020,4,1170.0,1470.0,138.9,155.16666666666666,152.29999999999998,125.60000000000001,90.5,141.9333333333333,130.03333333333333,117.03333333333335,176.26666666666665
Ontario,Belleville - Quinte West,2021,1,1220.0,1480.0,140.23333333333332,157.26666666666665,152.16666666666666,126.3,88.96666666666665,147.26666666666668,130.53333333333333,117.2,177.63333333333333
Ontario,Belleville - Quinte West,2021,2,1300.0,1590.0,142.5,157.79999999999998,155.73333333333332,126.89999999999999,90.2,150.73333333333332,133.23333333333332,118.66666666666667,178.86666666666667
Ontario,Belleville - Quinte West,2021,3,1250.0,1530.0,144.06666666666666,159.83333333333334,157.66666666666666,128.20000000000002,89.96666666666665,153.1,134.6,119.63333333333333,177.20000000000002
Ontario,Belleville - Quinte West,2021,4,1370.0,1590.0,145.9,162.5,160.6,129.06666666666666,92.23333333333333,155.5,134.83333333333334,118.93333333333334,177.63333333333333
Ontario,Belleville - Quinte West,2022,1,1390.0,1700.0,149.0,168.66666666666666,163.13333333333335,130.83333333333334,91.26666666666667,161.13333333333333,135.96666666666667,121.26666666666667,180.26666666666665
Ontario,Belleville - Quinte West,2022,2,1430.0,1720.0,153.23333333333332,172.73333333333335,167.0,133.86666666666667,92.96666666666665,170.96666666666667,139.23333333333332,123.63333333333333,180.73333333333335
Ontario,Belleville - Quinte West,2022,3,1500.0,1810.0,154.26666666666665,175.79999999999998,168.93333333333334,135.20000000000002,92.16666666666667,167.56666666666666,141.0666666666667,126.13333333333333,181.23333333333335
Ontario,Belleville - Quinte West,2022,4,1450.0,1790.0,155.13333333333333,178.53333333333333,171.4333333333333,135.76666666666668,93.7,165.83333333333334,142.66666666666666,123.46666666666665,182.86666666666667
Ontario,Belleville - Quinte West,2023,1,1550.0,1790.0,156.46666666666667,184.4333333333333,173.23333333333335,135.83333333333334,92.53333333333335,163.86666666666667,144.76666666666668,124.3,187.9333333333333
Ontario,Belleville - Quinte West,2023,2,1500.0,1840.0,158.26666666666668,186.26666666666665,174.66666666666666,136.43333333333334,93.76666666666667,167.6,147.83333333333334,126.56666666666666,189.33333333333334
Ontario,Belleville - Quinte West,2023,3,1500.0,1880.0,159.73333333333332,186.96666666666667,177.0666666666667,135.16666666666666,94.13333333333333,171.66666666666666,148.93333333333334,127.43333333333334,191.1
Ontario,Belleville - Quinte West,2023,4,1510.0,1920.0,160.29999999999998,187.4,180.4333333333333,134.63333333333333,95.53333333333335,168.33333333333334,149.0,127.73333333333335,192.13333333333333
Ontario,Belleville - Quinte West,2024,1,1600.0,1830.0,160.5,189.4,182.5666666666667,133.26666666666665,92.0,168.56666666666666,149.5,125.60000000000001,193.96666666666667
Ontario,Belleville - Quinte West,2024,2,1580.0,1830.0,162.83333333333334,190.73333333333335,184.79999999999998,134.66666666666666,92.63333333333333,173.6,152.29999999999998,127.96666666666668,194.96666666666667
Ontario,Belleville - Quinte West,2024,3,1630.0,1950.0,163.33333333333334,192.53333333333333,186.29999999999998,134.86666666666667,91.63333333333333,172.9,153.43333333333334,127.33333333333333,195.76666666666665
Ontario,Belleville - Quinte West,2024,4,1640.0,1880.0,163.23333333333332,191.76666666666665,188.20000000000002,132.76666666666668,92.16666666666667,172.0666666666667,154.16666666666666,126.66666666666667,194.53333333333333
Ontario,Belleville - Quinte West,2025,1,1560.0,1860.0,164.1,190.73333333333335,189.63333333333333,134.56666666666666,91.93333333333334,173.66666666666666,154.26666666666668,127.83333333333333,191.9
Ontario,Brantford,2020,1,1190.0,1380.0,138.20000000000002,154.73333333333335,149.20000000000002,124.86666666666667,92.33333333333333,142.66666666666666,130.23333333333335,116.7,176.23333333333335
Ontario,Brantford,2020,2,1220.0,1440.0,137.79999999999998,156.36666666666667,148.70000000000002,125.66666666666667,88.60000000000001,140.86666666666667,128.76666666666668,118.09999999999998,176.5666666666667
Ontario,Brantford,2020,3,1210.0,1450.0,138.5666666666667,155.83333333333334,150.06666666666666,125.53333333333335,89.7,142.29999999999998,129.20000000000002,118.43333333333334,176.76666666666665
Ontario,Brantford,2020,4,1250.0,1480.0,138.9,155.16666666666666,152.29999999999998,125.60000000000001,90.5,141.9333333333333,130.03333333333333,117.03333333333335,176.26666666666665
Ontario,Brantford,2021,1,1290.0,1480.0,140.23333333333332,157.26666666666665,152.16666666666666,126.3,88.96666666666665,147.26666666666668,130.53333333333333,117.2,177.63333333333333
Ontario,Brantford,2021,2,1320.0,1510.0,142.5,157.79999999999998,155.73333333333332,126.89999999999999,90.2,150.73333333333332,133.23333333333332,118.66666666666667,178.86666666666667
Ontario,Brantford,2021,3,1400.0,1620.0,144.06666666666666,159.83333333333334,157.66666666666666,128.20000000000002,89.96666666666665,153.1,134.6,119.63333333333333,177.20000000000002
Ontario,Brantford,2021,4,1400.0,1670.0,145.9,162.5,160.6,129.06666666666666,92.23333333333333,155.5,134.83333333333334,118.93333333333334,177.63333333333333
Ontario,Brantford,2022,1,1430.0,1660.0,149.0,168.66666666666666,163.13333333333335,130.83333333333334,91.26666666666667,161.13333333333333,135.96666666666667,121.26666666666667,180.26666666666665
Ontario,Brantford,2022,2,1420.0,1750.0,153.23333333333332,172.73333333333335,167.0,133.86666666666667,92.96666666666665,170.96666666666667,139.23333333333332,123.63333333333333,180.73333333333335
Ontario,Brantford,2022,3,1540.0,1770.0,154.26666666666665,175.79999999999998,168.93333333333334,135.20000000000002,92.16666666666667,167.56666666666666,141.0666666666667,126.13333333333333,181.23333333333335
